"","X","Gender","Age","Education","Occupation","Income","q1k","q2k","q3k","q4k","Q5K1","Q5K2","Q5K3","Q5K4","Q5K5","Q5K6","Q6K","Q7K","Q8K","Q9K","Q10C1","Q10C2","Q10C3","Q10C4","Q10C5","Q10C6","Q10C7","Q11C1","Q11C2","Q11C3","Q11C4","Q11C5","Q12C1","Q12C2","Q12C3","Q12C4","Q12C5","Q12C6","Q13C1","Q13C2","Q13C3","Q13C4","Q13C5","Q14C","Q15C1","Q15C2","Q15C3","Q15C4","Q15C5","Q16P1","Q16P2","Q16P3","Q17P1","Q17P2","Q17P3","Q17P4","Q17P5","Q18I1","Q18I2","Q18I3","Q18I4","Q19C1","Q19C2","Q19C3","Q19C4","Q19c5","Q19c6","knwSum","sum5"
"647",647,1,20,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,2,3,3,3,3,3,3,3,3,2,3,2,6,1,4,3,5,1,0,0,1,0,3,0,0,0,0,0,0,0,1,4,4,3,4,4,1,1,3,1,2,1,4,3,5,6,8,1
"648",648,1,21,2,1,2,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,4,3,6,5,2,1,1,1,0,0,2,1,1,1,1,1,0,0,1,3,3,1,2,4,3,3,4,4,0,0,0,0,0,0,4.66666666666667,0.666666666666667
"650",650,1,40,1,3,2,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,2,2,2,1,1,1,1,1,6,4,3,1,2,5,0,1,1,0,1,1,1,0,0,1,0,0,1,0,3,3,3,3,3,2,2,2,2,2,4,3,1,5,6,4.66666666666667,0.666666666666667
"651",651,2,52,1,3,2,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,4,5,6,0,1,1,1,0,1,1,1,1,1,1,0,1,1,3,3,3,3,4,1,1,1,2,4,3,2,1,5,6,3.83333333333333,0.833333333333333
"653",653,1,48,1,3,2,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,6,4,2,1,3,5,0,1,1,1,0,1,1,0,0,0,1,0,0,1,3,3,3,3,4,1,1,1,1,3,1,2,4,5,6,3.83333333333333,0.833333333333333
"654",654,2,34,3,2,2,1,1,1,1,1,1,0,0,0,1,1,0,0,0,2,2,2,3,1,1,1,1,1,1,1,1,5,4,6,3,2,1,0,1,1,0,1,3,0,0,1,1,1,0,1,0,2,2,1,1,2,1,1,1,1,5,2,3,4,1,6,5.5,0.5
"655",655,2,39,2,2,3,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,4,0,6,1,1,1,0,0,1,1,1,1,1,1,0,1,0,2,2,1,2,3,5,5,5,5,1,2,3,4,5,6,6,1
"656",656,2,35,3,2,4,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,4,5,2,6,3,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,2,5,5,5,5,5,2,3,4,1,6,7,1
"657",657,2,48,2,4,3,0,1,0,1,1,1,0,0,0,1,1,0,0,1,2,2,2,2,2,2,2,1,1,1,1,1,5,3,2,1,4,6,0,0,0,0,0,1,1,0,0,0,1,1,0,0,2,2,1,1,1,2,2,2,1,4,3,2,5,1,6,4.5,0.5
"660",660,2,22,2,1,2,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,2,2,1,1,2,1,1,1,1,1,3,6,4,2,5,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,2,5,5,5,5,3,1,4,5,2,6,6.66666666666667,0.666666666666667
"661",661,2,39,2,2,2,0,1,0,1,1,1,0,0,0,1,1,0,0,1,2,1,2,2,2,2,2,1,1,1,1,1,1,3,4,5,2,6,1,1,0,0,1,1,1,1,1,1,1,0,1,0,2,2,2,2,2,3,2,5,5,5,4,1,2,3,6,4.5,0.5
"663",663,2,33,1,2,2,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,2,4,3,5,6,1,1,0,1,0,1,0,0,0,0,1,0,0,1,2,2,2,2,2,1,1,1,1,5,3,1,4,2,6,4.66666666666667,0.666666666666667
"664",664,2,35,2,4,3,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,2,1,1,1,1,1,1,4,5,6,2,3,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,2,2,2,2,2,4,1,3,3,5,3,4,2,1,6,5.66666666666667,0.666666666666667
"665",665,2,37,3,4,2,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,2,2,1,2,1,1,1,1,1,2,4,5,3,6,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,5,5,5,5,5,3,4,2,1,6,6.5,0.5
"666",666,2,58,2,4,2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,2,2,2,2,2,1,1,1,1,1,1,1,1,2,3,4,5,6,1,1,1,0,0,1,1,0,1,0,1,1,0,1,2,2,2,2,2,4,4,4,4,1,4,5,2,3,6,4.5,0.5
"667",667,2,37,3,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,0,0,0,0,0,1,1,1,1,1,1,0,0,1,2,2,2,2,2,3,3,3,3,4,1,2,5,3,6,1,0
"668",668,2,61,2,4,2,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,2,2,1,1,1,1,1,1,1,1,5,4,6,1,3,2,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,5,4,3,2,1,6,6.16666666666667,0.166666666666667
"669",669,2,32,2,4,4,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,2,2,2,2,2,1,1,1,1,1,4,3,1,5,6,2,0,1,1,1,0,1,0,0,0,0,1,0,1,0,2,2,2,2,2,5,5,5,5,4,1,2,5,3,6,4.83333333333333,0.833333333333333
"670",670,2,30,2,2,3,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,2,2,4,1,1,1,1,1,1,1,1,1,2,4,3,5,6,0,1,1,0,1,1,0,0,0,1,1,1,0,0,2,2,1,1,2,4,5,4,2,5,1,3,4,2,6,2.66666666666667,0.666666666666667
"673",673,2,57,2,4,2,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,4,4,1,1,1,1,1,1,1,4,3,5,6,2,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,3,3,3,1,4,2,2,3,5,2,3,5,4,1,6,6.16666666666667,0.166666666666667
"674",674,1,58,1,4,2,1,1,0,1,1,0,0,1,0,1,1,1,0,0,4,1,1,3,1,1,1,1,1,1,1,1,5,6,1,2,4,3,0,1,1,0,1,3,1,0,1,0,1,0,0,1,1,2,1,2,2,3,1,5,4,5,4,3,2,1,6,5.5,0.5
"678",678,2,63,2,4,2,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,2,1,3,3,1,4,1,1,1,1,1,1,2,3,4,6,5,1,1,1,0,0,1,1,1,1,1,0,0,1,1,2,2,2,2,2,1,2,1,1,5,1,2,3,4,6,5.5,0.5
"679",679,2,26,2,2,2,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,2,2,2,2,1,1,1,1,1,1,1,5,6,4,2,1,3,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,2,5,5,5,5,5,2,3,4,1,6,7.66666666666667,0.666666666666667
"680",680,2,59,2,4,2,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,4,2,1,1,1,1,1,1,1,0,6,3,1,4,2,1,1,1,0,0,1,1,1,1,1,0,0,1,0,2,1,1,1,1,1,1,1,1,2,3,4,5,1,6,5.66666666666667,0.666666666666667
"681",681,2,59,2,4,2,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,4,3,1,1,1,1,1,1,1,0,6,3,1,4,2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,2,1,1,1,1,1,1,1,1,2,3,4,5,6,1,4.66666666666667,0.666666666666667
"682",682,2,32,2,2,3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,2,1,2,2,2,1,1,1,1,1,5,6,3,4,1,2,0,1,1,0,1,1,1,0,0,0,1,0,1,1,2,2,2,3,3,4,3,5,4,3,1,2,5,4,6,4.33333333333333,0.333333333333333
"684",684,2,46,1,3,3,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,3,2,2,2,1,1,1,1,1,1,5,6,3,1,2,4,1,0,1,0,1,1,1,1,1,1,1,0,1,0,2,2,2,2,2,1,1,1,1,1,2,4,3,5,6,4.66666666666667,0.666666666666667
"686",686,2,26,2,2,2,0,1,1,1,1,1,0,1,0,1,1,0,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,3,5,4,6,0,1,1,0,1,1,1,1,1,1,1,1,0,0,2,2,1,1,2,5,5,5,5,1,2,4,3,5,6,6.66666666666667,0.666666666666667
"688",688,2,20,2,1,2,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,2,2,1,1,1,1,1,1,1,1,5,4,6,1,3,2,0,1,1,0,1,1,1,1,1,1,1,0,1,0,2,2,2,2,3,4,5,5,5,4,1,2,5,3,6,3.83333333333333,0.833333333333333
"689",689,2,44,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4,5,6,2,3,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,3,4,5,2,6,8,1
"690",690,2,41,3,2,3,1,1,0,1,1,1,1,0,0,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,6,4,5,2,1,3,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,4,4,3,4,1,3,5,4,2,6,7.66666666666667,0.666666666666667
"691",691,1,24,2,4,2,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,4,5,6,1,1,1,0,0,1,1,1,1,1,1,0,0,1,3,3,3,3,4,5,5,5,5,1,2,3,4,5,6,6.33333333333333,0.333333333333333
"692",692,2,39,2,4,3,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,5,4,3,6,1,1,1,0,0,1,0,0,0,0,1,0,1,0,3,2,2,2,2,5,3,2,5,5,4,2,3,1,6,4.16666666666667,0.166666666666667
"695",695,2,34,2,4,2,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,5,4,6,3,0,1,1,1,0,1,1,0,1,0,1,1,1,1,2,2,1,1,1,1,1,1,1,5,4,2,3,1,6,6.83333333333333,0.833333333333333
"697",697,2,41,2,4,2,1,1,0,1,1,1,1,0,0,1,1,1,0,1,2,2,1,3,2,2,1,1,1,1,1,1,5,0,3,4,2,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,2,2,2,2,5,5,5,5,5,4,2,3,1,6,6.66666666666667,0.666666666666667
"699",699,1,52,1,3,2,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,2,1,1,1,1,1,3,2,0,4,5,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,3,3,3,4,4,1,1,1,2,4,3,5,1,2,6,5.66666666666667,0.666666666666667
"700",700,1,43,1,3,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,2,2,2,1,1,1,1,1,5,3,4,1,2,6,0,1,1,0,1,1,1,1,1,1,1,0,1,1,3,3,3,3,4,1,1,1,1,5,2,4,3,1,6,1.5,0.5
"701",701,1,56,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,2,5,6,1,0,0,1,1,1,1,1,0,0,1,0,1,1,2,2,3,3,3,1,1,1,1,3,4,2,5,1,6,6,1
"703",703,1,26,1,3,2,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,2,2,2,1,1,1,1,1,2,3,5,4,1,6,0,1,1,0,1,1,1,1,1,1,1,0,0,1,3,3,3,3,4,1,1,1,1,4,5,3,1,2,6,3.66666666666667,0.666666666666667
"704",704,1,47,1,3,2,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,2,2,2,1,1,1,1,1,3,6,0,4,2,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,2,2,3,3,3,1,1,1,1,4,3,2,5,1,6,4.66666666666667,0.666666666666667
"705",705,2,34,2,4,3,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,1,1,1,0,0,1,1,1,1,1,1,0,1,0,2,2,2,2,2,1,1,1,1,5,2,1,4,3,6,6.5,0.5
"706",706,1,54,1,3,2,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,2,2,2,2,1,1,1,1,1,4,5,1,2,3,6,0,1,1,0,1,1,0,0,1,1,1,0,1,1,3,3,3,3,3,1,1,1,1,2,1,3,5,4,6,4.66666666666667,0.666666666666667
"707",707,1,25,2,2,2,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,2,2,2,2,1,1,1,1,1,1,2,3,4,5,6,0,1,1,1,0,1,1,1,0,1,1,0,1,1,3,3,3,3,4,1,1,1,1,5,4,1,3,2,6,3.66666666666667,0.666666666666667
"708",708,1,55,1,3,2,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,2,2,1,1,1,1,1,2,3,4,5,1,6,1,0,1,1,0,1,1,0,1,0,1,0,0,1,3,3,3,3,4,1,1,1,1,2,1,3,4,5,6,4.66666666666667,0.666666666666667
"709",709,1,42,1,2,2,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,2,2,2,1,1,1,1,1,4,5,2,1,3,6,1,1,0,1,0,1,1,0,0,0,1,0,0,1,3,3,3,3,4,1,1,1,1,5,3,1,4,2,6,3.66666666666667,0.666666666666667
"710",710,2,43,2,4,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,4,6,2,5,3,1,1,1,0,0,1,1,0,0,0,1,0,1,0,2,2,2,2,2,1,2,1,2,2,1,3,5,4,6,8,1
"711",711,1,53,1,2,2,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,2,2,1,1,1,1,1,4,1,3,2,5,6,1,1,0,0,1,1,1,1,1,0,0,1,1,1,3,3,3,3,4,1,1,1,1,4,1,3,2,5,6,1.66666666666667,0.666666666666667
"712",712,1,49,2,3,2,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,2,2,2,1,1,1,1,1,2,1,4,5,3,6,0,1,1,1,0,2,0,1,0,1,0,0,1,1,3,3,3,3,4,1,1,1,1,2,1,3,4,5,6,1.83333333333333,0.833333333333333
"714",714,1,53,1,3,2,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,4,3,6,0,1,1,1,0,1,1,0,0,1,1,0,0,1,3,3,3,3,4,1,1,1,1,5,3,4,1,2,6,4.5,0.5
"715",715,1,49,1,3,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,2,2,1,1,1,1,1,3,2,6,4,1,5,0,1,1,1,0,1,0,1,1,0,1,0,1,1,3,3,3,3,3,1,1,1,1,2,3,5,4,1,6,2.5,0.5
"716",716,1,63,1,3,2,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,5,6,3,4,1,2,0,0,1,1,1,1,1,1,1,1,1,0,0,1,3,3,3,3,3,1,1,1,1,5,4,3,2,1,6,2.66666666666667,0.666666666666667
"717",717,2,37,1,3,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,2,2,2,1,1,1,1,1,3,5,6,1,2,4,0,1,1,1,0,1,1,1,1,1,1,0,0,1,2,2,3,3,3,1,1,1,1,5,3,1,4,2,6,1.66666666666667,0.666666666666667
"718",718,2,26,1,3,2,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,2,2,2,1,1,1,1,1,4,5,6,2,1,3,0,0,1,1,1,1,1,1,0,1,1,0,1,1,3,3,3,3,3,1,1,1,2,5,4,3,2,1,6,4.66666666666667,0.666666666666667
"719",719,2,41,1,3,2,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,6,1,2,1,0,1,1,0,1,0,1,0,1,1,0,1,1,3,3,3,3,3,1,1,1,2,1,2,3,4,5,6,2.66666666666667,0.666666666666667
"720",720,2,24,2,2,2,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,2,2,2,1,1,1,1,1,4,6,2,1,5,3,0,1,1,0,1,1,0,1,0,1,1,0,1,1,3,3,3,3,3,1,1,1,1,5,4,2,3,1,6,2.5,0.5
"721",721,2,36,2,2,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,2,2,1,1,1,1,1,4,5,6,3,1,2,0,1,1,0,1,1,0,1,0,1,1,0,1,1,3,3,3,3,4,1,1,1,1,5,4,1,2,3,6,4,1
"722",722,2,50,1,3,2,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,2,2,2,1,1,1,1,1,5,6,3,4,2,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,3,3,3,3,3,1,1,1,1,5,1,2,4,3,6,3.66666666666667,0.666666666666667
"723",723,2,41,1,3,2,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,2,2,2,1,1,1,1,1,4,5,6,1,3,2,0,1,1,1,0,1,0,1,0,0,1,0,1,0,3,3,3,4,4,1,1,1,1,5,4,3,2,1,6,4.66666666666667,0.666666666666667
"724",724,2,29,2,4,3,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,2,1,2,1,1,2,1,1,1,1,1,1,5,6,2,3,4,1,1,1,0,0,1,1,1,0,1,1,0,1,1,2,2,2,2,3,2,2,2,2,4,1,2,3,5,6,4.83333333333333,0.833333333333333
"725",725,1,40,1,3,2,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4,5,6,3,1,2,0,1,1,1,0,1,1,0,0,1,1,0,1,1,3,3,3,3,4,1,1,1,1,5,3,4,1,2,6,4,1
"726",726,1,48,1,3,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,2,2,2,1,1,1,1,1,4,5,6,3,1,2,0,1,1,1,0,1,0,1,0,1,1,0,0,1,3,3,3,3,3,1,1,1,1,5,3,2,4,1,6,1.5,0.5
"727",727,1,54,1,3,2,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,2,2,2,1,1,1,1,1,5,6,2,1,4,3,1,0,1,1,0,1,1,0,0,1,1,0,0,1,3,3,3,3,3,1,1,1,1,5,4,2,3,1,6,3.66666666666667,0.666666666666667
"728",728,1,60,1,3,2,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,2,2,2,1,1,1,1,1,4,6,1,2,5,3,1,0,1,0,1,1,1,0,1,1,0,0,1,1,3,3,3,3,3,1,1,1,1,1,4,5,2,3,6,3.66666666666667,0.666666666666667
"729",729,1,51,1,3,2,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4,5,6,1,2,3,0,1,0,1,1,1,0,0,1,1,1,0,1,1,3,3,3,3,4,1,1,1,1,5,4,2,3,1,6,4.66666666666667,0.666666666666667
"730",730,1,30,1,3,2,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,2,2,1,1,1,1,1,1,6,3,4,5,2,0,0,1,1,1,1,0,1,0,1,1,0,1,1,3,3,3,3,3,1,1,1,1,5,4,1,2,3,6,3.66666666666667,0.666666666666667
"731",731,1,32,1,3,2,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,2,2,2,1,1,1,1,1,4,5,6,1,2,3,1,1,1,0,0,1,0,1,0,1,1,0,1,1,3,3,3,3,3,1,1,1,1,5,1,2,3,4,6,4.5,0.5
"732",732,1,56,1,3,2,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3,5,6,4,1,2,1,1,1,0,0,1,1,0,1,1,1,0,0,1,3,3,4,4,4,1,1,1,1,5,4,3,2,1,6,2.66666666666667,0.666666666666667
"733",733,1,53,1,3,2,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4,5,6,3,2,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,3,3,3,3,3,1,1,1,1,4,5,3,1,2,6,4.66666666666667,0.666666666666667
"734",734,1,56,1,3,2,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,2,2,2,1,1,1,1,1,3,5,6,1,2,4,1,0,1,0,1,1,0,0,1,0,1,0,0,1,3,3,3,3,3,1,1,1,1,1,2,3,4,5,6,2.66666666666667,0.666666666666667
"735",735,1,57,1,3,2,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,2,2,2,1,1,1,1,1,3,4,5,6,1,2,1,1,1,0,0,1,1,0,0,0,1,0,0,1,3,3,3,3,4,1,1,1,1,2,4,5,1,3,6,4.66666666666667,0.666666666666667
"736",736,1,42,1,3,2,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,2,2,2,1,1,1,1,2,5,6,3,4,1,2,1,0,1,0,1,1,1,1,1,1,1,0,0,1,3,3,3,3,3,1,1,1,1,5,3,1,4,2,6,4.66666666666667,0.666666666666667
"737",737,1,41,1,3,2,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,2,2,2,1,1,1,1,1,4,5,6,1,2,3,1,0,1,0,1,1,0,0,0,1,1,0,1,0,3,3,3,3,4,1,1,1,1,2,3,4,5,1,6,4.66666666666667,0.666666666666667
"738",738,1,50,1,3,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,1,1,1,1,1,5,6,2,1,4,3,1,0,1,0,1,1,1,0,1,0,1,0,1,0,3,3,3,3,4,1,1,1,1,2,1,3,4,5,6,4,1
"739",739,1,52,1,3,2,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,6,1,2,1,0,1,0,1,1,1,1,1,1,1,0,1,0,3,3,3,3,4,1,1,1,1,5,1,2,3,4,6,2.66666666666667,0.666666666666667
"740",740,1,46,1,3,2,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,2,2,2,2,1,1,1,1,1,5,1,6,2,3,4,1,0,1,0,1,1,0,1,0,1,1,0,1,0,3,3,3,3,3,1,1,1,1,5,2,4,3,1,6,3.66666666666667,0.666666666666667
"741",741,1,57,1,3,2,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,2,2,2,2,1,1,1,1,1,3,4,5,2,1,6,1,1,1,0,0,1,1,1,0,0,0,0,0,1,3,3,4,4,4,1,1,1,1,5,1,2,4,3,6,3.66666666666667,0.666666666666667
"742",742,2,49,2,3,2,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,2,2,2,2,1,1,1,1,1,4,5,1,3,2,6,1,0,1,0,1,1,0,1,0,1,1,0,1,1,3,3,3,3,4,1,1,1,1,5,2,3,4,1,6,2.66666666666667,0.666666666666667
"743",743,2,47,1,3,2,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,2,2,2,2,1,1,1,1,1,5,6,4,1,3,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,3,3,3,3,4,1,1,1,1,5,4,3,2,1,6,3.66666666666667,0.666666666666667
"744",744,2,53,1,3,2,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,2,2,2,2,1,1,1,1,1,1,3,5,2,6,4,1,1,1,0,0,1,0,0,1,0,1,0,1,1,3,3,3,3,4,1,1,1,1,1,2,4,5,3,6,2.66666666666667,0.666666666666667
"745",745,2,42,1,3,2,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,2,2,2,2,1,1,1,1,1,4,5,6,3,1,2,1,0,1,1,0,1,1,0,1,0,1,0,0,1,3,4,3,3,4,1,1,1,1,5,1,2,3,4,6,4,1
"746",746,2,48,1,3,2,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,2,2,2,2,1,1,1,1,1,3,4,5,6,2,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,3,3,3,3,4,1,1,1,1,5,2,1,3,4,6,4.66666666666667,0.666666666666667
"747",747,2,52,1,3,2,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,6,2,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,3,3,3,3,3,1,1,1,1,5,2,3,4,1,6,6,1
"748",748,2,52,1,3,2,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,2,2,1,1,1,1,1,2,5,6,3,4,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,3,4,4,4,4,1,1,1,1,5,2,3,4,1,6,3,1
"749",749,2,56,1,3,2,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,5,6,1,4,2,0,1,1,0,1,1,1,0,0,0,1,0,1,1,3,3,3,3,4,1,1,1,1,5,1,2,3,4,6,5,1
"750",750,2,28,2,2,2,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,3,1,1,6,4,5,2,3,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,2,2,1,2,2,5,5,4,5,4,2,3,5,1,6,5.5,0.5
"752",752,2,27,2,2,3,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,6,5,2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,2,2,1,1,1,5,5,5,5,3,2,1,5,4,6,6,1
"753",753,2,27,3,2,2,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,6,4,3,0,1,1,1,0,1,0,0,0,0,1,0,1,0,2,1,1,1,1,5,5,5,5,1,4,5,2,3,6,6.5,0.5
"755",755,1,23,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,3,4,5,6,1,1,1,0,0,1,1,1,1,1,1,1,0,0,3,3,2,2,2,4,4,5,5,2,1,3,4,5,6,9,1
"756",756,2,24,2,4,2,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,4,5,5,5,5,1,2,3,4,6,7.66666666666667,0.666666666666667
"757",757,2,33,3,4,3,1,1,1,1,1,1,0,0,0,1,1,1,0,1,2,2,2,2,2,2,2,1,1,1,1,1,3,4,2,6,5,1,0,1,1,0,1,3,1,1,1,1,1,0,1,0,2,2,2,2,2,4,4,4,4,3,1,2,4,5,6,7.5,0.5
"758",758,2,32,3,4,3,1,1,1,1,1,1,0,0,0,1,1,0,0,1,2,2,2,3,1,1,1,1,1,1,1,1,5,1,4,2,6,3,1,1,1,0,0,1,0,0,0,0,1,0,1,0,2,2,2,2,2,2,2,2,2,4,2,3,5,1,6,6.5,0.5
